product_id,card_json_url,price_history_json_url
213566096,https://basket-14.wbbasket.ru/vol2135/part213566/213566096/info/ru/card.json,https://basket-14.wbbasket.ru/vol2135/part213566/213566096/info/price-history.json
146160800,https://basket-10.wbbasket.ru/vol1461/part146160/146160800/info/ru/card.json,https://basket-10.wbbasket.ru/vol1461/part146160/146160800/info/price-history.json
216561655,https://basket-14.wbbasket.ru/vol2165/part216561/216561655/info/ru/card.json,https://basket-14.wbbasket.ru/vol2165/part216561/216561655/info/price-history.json
180430489,https://basket-12.wbbasket.ru/vol1804/part180430/180430489/info/ru/card.json,https://basket-12.wbbasket.ru/vol1804/part180430/180430489/info/price-history.json
14079450,https://basket-01.wbbasket.ru/vol140/part14079/14079450/info/ru/card.json,https://basket-01.wbbasket.ru/vol140/part14079/14079450/info/price-history.json
145700662,https://basket-10.wbbasket.ru/vol1457/part145700/145700662/info/ru/card.json,https://basket-10.wbbasket.ru/vol1457/part145700/145700662/info/price-history.json
43563455,https://basket-04.wbbasket.ru/vol435/part43563/43563455/info/ru/card.json,https://basket-04.wbbasket.ru/vol435/part43563/43563455/info/price-history.json
25534940,https://basket-02.wbbasket.ru/vol255/part25534/25534940/info/ru/card.json,https://basket-02.wbbasket.ru/vol255/part25534/25534940/info/price-history.json
172075284,https://basket-12.wbbasket.ru/vol1720/part172075/172075284/info/ru/card.json,https://basket-12.wbbasket.ru/vol1720/part172075/172075284/info/price-history.json
115116328,https://basket-08.wbbasket.ru/vol1151/part115116/115116328/info/ru/card.json,https://basket-08.wbbasket.ru/vol1151/part115116/115116328/info/price-history.json
225946142,https://basket-15.wbbasket.ru/vol2259/part225946/225946142/info/ru/card.json,https://basket-15.wbbasket.ru/vol2259/part225946/225946142/info/price-history.json
102687347,https://basket-06.wbbasket.ru/vol1026/part102687/102687347/info/ru/card.json,https://basket-06.wbbasket.ru/vol1026/part102687/102687347/info/price-history.json
243112464,https://basket-16.wbbasket.ru/vol2431/part243112/243112464/info/ru/card.json,https://basket-16.wbbasket.ru/vol2431/part243112/243112464/info/price-history.json
154757715,https://basket-10.wbbasket.ru/vol1547/part154757/154757715/info/ru/card.json,https://basket-10.wbbasket.ru/vol1547/part154757/154757715/info/price-history.json
